shipment_id,ontime_status,infull_status,otif_status
SH-2026-028390,Late,Infull,Not OTIF
SH-2026-028391,Ontime,Short,Not OTIF
SH-2026-028392,Ontime,Infull,OTIF
SH-2026-028393,Ontime,Infull,OTIF
SH-2026-028394,Ontime,Infull,Not OTIF
SH-2026-028395,Ontime,Infull,OTIF
SH-2026-028396,Ontime,Infull,OTIF
SH-2026-028397,Ontime,Infull,OTIF
SH-2026-028398,Ontime,Unknown,Not OTIF
SH-2026-028399,Ontime,Unknown,Not OTIF
SH-2026-028400,Ontime,Unknown,Not OTIF
SH-2026-028401,Late,Unknown,Not OTIF
SH-2026-028402,Late,Infull,Not OTIF
SH-2026-028403,Ontime,Unknown,Not OTIF
SH-2026-028404,Ontime,Unknown,Not OTIF
SH-2026-028405,Ontime,Unknown,Not OTIF
SH-2026-028406,Ontime,Unknown,Not OTIF
SH-2026-028407,Ontime,Unknown,Not OTIF
SH-2026-028408,Ontime,Unknown,Not OTIF
SH-2026-028409,Ontime,Unknown,Not OTIF
SH-2026-028410,Ontime,Unknown,Not OTIF
SH-2026-028411,Ontime,Unknown,Not OTIF
SH-2026-028412,Ontime,Unknown,Not OTIF
SH-2026-028413,Ontime,Unknown,Not OTIF
SH-2026-028414,Ontime,Unknown,Not OTIF
SH-2026-028415,Ontime,Unknown,Not OTIF
SH-2026-028416,Late,Unknown,Not OTIF
SH-2026-028417,Ontime,Short,Not OTIF
SH-2026-028418,Ontime,Infull,OTIF
SH-2026-028419,Ontime,Unknown,Not OTIF
SH-2026-028420,Ontime,Infull,OTIF
SH-2026-028421,Ontime,Infull,OTIF
SH-2026-028422,Ontime,Unknown,Not OTIF
SH-2026-028423,Ontime,Infull,OTIF
SH-2026-028424,Ontime,Unknown,Not OTIF
SH-2026-028425,Ontime,Unknown,Not OTIF
SH-2026-028426,Ontime,Unknown,Not OTIF
SH-2026-028427,Ontime,Infull,OTIF
SH-2026-028428,Ontime,Infull,OTIF
SH-2026-028429,Ontime,Infull,OTIF
SH-2026-028430,Late,Infull,Not OTIF
SH-2026-028431,Late,Infull,Not OTIF
SH-2026-028432,Ontime,Infull,OTIF
SH-2026-028433,Late,Infull,Not OTIF
SH-2026-028434,Ontime,Infull,OTIF
SH-2026-028435,Late,Infull,Not OTIF
SH-2026-028436,Ontime,Infull,OTIF
SH-2026-028437,Late,Infull,Not OTIF
SH-2026-028438,Ontime,Infull,OTIF
SH-2026-028439,Late,Infull,Not OTIF
SH-2026-028440,Late,Infull,Not OTIF
SH-2026-028441,Late,Infull,Not OTIF
SH-2026-028442,Ontime,Infull,Not OTIF
SH-2026-028443,Late,Infull,Not OTIF
SH-2026-028444,Ontime,Infull,OTIF
SH-2026-028445,Ontime,Unknown,Not OTIF
SH-2026-028446,Ontime,Unknown,Not OTIF
SH-2026-028447,Ontime,Unknown,Not OTIF
SH-2026-028448,Ontime,Infull,OTIF
SH-2026-028449,Late,Infull,Not OTIF
SH-2026-028450,Ontime,Infull,OTIF
SH-2026-028451,Late,Infull,Not OTIF
SH-2026-028452,Late,Infull,Not OTIF
SH-2026-028453,Ontime,Unknown,Not OTIF
SH-2026-028454,Ontime,Unknown,Not OTIF
SH-2026-028455,Late,Unknown,Not OTIF
SH-2026-028456,Ontime,Infull,OTIF
SH-2026-028457,Ontime,Unknown,Not OTIF
SH-2026-028458,Ontime,Unknown,Not OTIF
SH-2026-028459,Ontime,Unknown,Not OTIF
SH-2026-028460,Late,Unknown,Not OTIF
SH-2026-028461,Ontime,Unknown,Not OTIF
SH-2026-028462,Ontime,Unknown,Not OTIF
SH-2026-028463,Ontime,Infull,OTIF
SH-2026-028464,Late,Infull,Not OTIF
SH-2026-028465,Late,Infull,Not OTIF
SH-2026-028466,Late,Infull,Not OTIF
SH-2026-028467,Ontime,Infull,OTIF
SH-2026-028468,Ontime,Infull,OTIF
SH-2026-028469,Ontime,Infull,OTIF
SH-2026-028470,Ontime,Infull,OTIF
SH-2026-028471,Ontime,Infull,OTIF
SH-2026-028472,Ontime,Infull,OTIF
SH-2026-028473,Ontime,Infull,OTIF
SH-2026-028474,Ontime,Infull,OTIF
SH-2026-028475,Ontime,Infull,OTIF
SH-2026-028476,Ontime,Unknown,Not OTIF
SH-2026-028477,Ontime,Infull,OTIF
SH-2026-028478,Ontime,Infull,OTIF
SH-2026-028479,Ontime,Infull,OTIF
SH-2026-028480,Ontime,Unknown,Not OTIF
SH-2026-028481,Ontime,Infull,OTIF
SH-2026-028482,Ontime,Infull,OTIF
SH-2026-028483,Ontime,Infull,OTIF
SH-2026-028484,Ontime,Infull,OTIF
SH-2026-028485,Ontime,Infull,OTIF
SH-2026-028486,Ontime,Infull,OTIF
SH-2026-028487,Ontime,Infull,OTIF
SH-2026-028488,Ontime,Infull,OTIF
SH-2026-028489,Late,Short,Not OTIF
SH-2026-028490,Ontime,Infull,OTIF
SH-2026-028491,Ontime,Infull,OTIF
SH-2026-028492,Ontime,Infull,OTIF
SH-2026-028493,Ontime,Infull,OTIF
SH-2026-028494,Ontime,Infull,OTIF
SH-2026-028495,Ontime,Infull,OTIF
SH-2026-028496,Ontime,Infull,OTIF
SH-2026-028497,Ontime,Infull,OTIF
SH-2026-028498,Late,Infull,Not OTIF
SH-2026-028499,Ontime,Infull,OTIF
SH-2026-028500,Ontime,Infull,OTIF
SH-2026-028501,Ontime,Infull,OTIF
SH-2026-028502,Ontime,Infull,OTIF
SH-2026-028503,Ontime,Infull,OTIF
SH-2026-028504,Ontime,Infull,OTIF
SH-2026-028505,Ontime,Infull,OTIF
SH-2026-028506,Ontime,Infull,OTIF
SH-2026-028507,Ontime,Infull,OTIF
SH-2026-028508,Ontime,Infull,OTIF
SH-2026-028509,Ontime,Infull,OTIF
SH-2026-028510,Ontime,Infull,OTIF
SH-2026-028511,Ontime,Infull,OTIF
SH-2026-028512,Ontime,Infull,OTIF
SH-2026-028513,Ontime,Infull,OTIF
SH-2026-028514,Ontime,Infull,OTIF
SH-2026-028515,Ontime,Infull,OTIF
SH-2026-028516,Ontime,Infull,OTIF
SH-2026-028517,Ontime,Infull,OTIF
SH-2026-028518,Ontime,Infull,OTIF
SH-2026-028519,Ontime,Infull,OTIF
SH-2026-028520,Ontime,Infull,OTIF
SH-2026-028521,Ontime,Infull,OTIF
SH-2026-028522,Ontime,Infull,OTIF
SH-2026-028523,Ontime,Infull,OTIF
SH-2026-028524,Ontime,Infull,OTIF
SH-2026-028525,Ontime,Infull,OTIF
SH-2026-028526,Ontime,Infull,OTIF
SH-2026-028527,Ontime,Infull,OTIF
SH-2026-028528,Ontime,Infull,OTIF
SH-2026-028529,Ontime,Infull,OTIF
SH-2026-028530,Ontime,Infull,OTIF
SH-2026-028531,Ontime,Infull,OTIF
SH-2026-028532,Ontime,Infull,OTIF
SH-2026-028533,Ontime,Short,Not OTIF
SH-2026-028534,Ontime,Infull,OTIF
SH-2026-028535,Ontime,Infull,OTIF
SH-2026-028536,Ontime,Infull,OTIF
SH-2026-028537,Ontime,Infull,OTIF
SH-2026-028538,Ontime,Infull,OTIF
SH-2026-028539,Ontime,Infull,OTIF
SH-2026-028540,Ontime,Infull,OTIF
SH-2026-028541,Ontime,Infull,OTIF
SH-2026-028542,Ontime,Infull,OTIF
SH-2026-028543,Late,Infull,Not OTIF
SH-2026-028544,Ontime,Infull,OTIF
SH-2026-028545,Ontime,Short,Not OTIF
SH-2026-028546,Ontime,Infull,OTIF
SH-2026-028547,Ontime,Short,Not OTIF
SH-2026-028548,Ontime,Infull,OTIF
SH-2026-028549,Ontime,Infull,OTIF
SH-2026-028550,Ontime,Short,Not OTIF
SH-2026-028551,Ontime,Infull,OTIF
SH-2026-028552,Ontime,Infull,OTIF
SH-2026-028553,Ontime,Infull,OTIF
SH-2026-028554,Ontime,Infull,OTIF
SH-2026-028555,Ontime,Infull,OTIF
SH-2026-028556,Ontime,Infull,OTIF
SH-2026-028557,Ontime,Infull,OTIF
SH-2026-028558,Ontime,Infull,OTIF
SH-2026-028559,Ontime,Infull,OTIF
SH-2026-028560,Ontime,Infull,OTIF
SH-2026-028561,Ontime,Infull,OTIF
SH-2026-028562,Ontime,Infull,OTIF
SH-2026-028563,Ontime,Infull,OTIF
SH-2026-028564,Ontime,Infull,OTIF
SH-2026-028565,Ontime,Infull,OTIF
SH-2026-028566,Ontime,Infull,OTIF
SH-2026-028567,Ontime,Infull,OTIF
SH-2026-028568,Ontime,Infull,OTIF
SH-2026-028569,Ontime,Infull,OTIF
SH-2026-028570,Ontime,Infull,OTIF
SH-2026-028571,Ontime,Infull,OTIF
SH-2026-028572,Ontime,Infull,OTIF
SH-2026-028573,Ontime,Infull,OTIF
SH-2026-028574,Ontime,Infull,OTIF
SH-2026-028575,Ontime,Infull,OTIF
SH-2026-028576,Ontime,Infull,OTIF
SH-2026-028577,Ontime,Infull,OTIF
SH-2026-028578,Ontime,Infull,OTIF
SH-2026-028579,Ontime,Infull,OTIF
SH-2026-028580,Ontime,Infull,OTIF
SH-2026-028581,Ontime,Infull,OTIF
SH-2026-028582,Ontime,Infull,OTIF
SH-2026-028583,Ontime,Infull,OTIF
SH-2026-028584,Ontime,Infull,OTIF
SH-2026-028585,Ontime,Infull,OTIF
SH-2026-028586,Ontime,Infull,OTIF
SH-2026-028587,Ontime,Infull,OTIF
SH-2026-028588,Ontime,Infull,OTIF
SH-2026-028589,Ontime,Infull,OTIF
SH-2026-028590,Ontime,Infull,OTIF
SH-2026-028591,Ontime,Infull,OTIF
SH-2026-028592,Ontime,Infull,OTIF
SH-2026-028593,Ontime,Infull,OTIF
SH-2026-028594,Ontime,Infull,OTIF
SH-2026-028595,Ontime,Infull,OTIF
SH-2026-028596,Ontime,Infull,OTIF
SH-2026-028597,Ontime,Infull,OTIF
SH-2026-028598,Ontime,Infull,OTIF
SH-2026-028599,Ontime,Infull,OTIF
SH-2026-028600,Ontime,Infull,OTIF
SH-2026-028601,Ontime,Infull,OTIF
SH-2026-028602,Ontime,Infull,OTIF
SH-2026-028603,Ontime,Infull,OTIF
SH-2026-028604,Ontime,Infull,OTIF
SH-2026-028605,Ontime,Infull,OTIF
SH-2026-028606,Ontime,Infull,OTIF
SH-2026-028607,Ontime,Infull,OTIF
SH-2026-028608,Ontime,Infull,OTIF
SH-2026-028609,Ontime,Infull,OTIF
SH-2026-028610,Ontime,Infull,OTIF
SH-2026-028611,Ontime,Infull,OTIF
SH-2026-028612,Ontime,Infull,OTIF
SH-2026-028613,Ontime,Infull,OTIF
SH-2026-028614,Ontime,Infull,OTIF
SH-2026-028615,Ontime,Infull,OTIF
SH-2026-028616,Ontime,Infull,OTIF
SH-2026-028617,Ontime,Infull,OTIF
SH-2026-028618,Ontime,Infull,OTIF
SH-2026-028619,Ontime,Infull,OTIF
SH-2026-028620,Ontime,Infull,OTIF
SH-2026-028621,Ontime,Infull,OTIF
SH-2026-028622,Ontime,Infull,OTIF
SH-2026-028623,Ontime,Infull,OTIF
SH-2026-028624,Ontime,Infull,OTIF
SH-2026-028625,Ontime,Infull,OTIF
SH-2026-028626,Ontime,Infull,OTIF
SH-2026-028627,Ontime,Infull,OTIF
SH-2026-028628,Ontime,Infull,OTIF
SH-2026-028629,Ontime,Infull,OTIF
SH-2026-028630,Ontime,Infull,OTIF
SH-2026-028631,Ontime,Infull,OTIF
SH-2026-028632,Ontime,Infull,OTIF
SH-2026-028633,Ontime,Infull,OTIF
SH-2026-028634,Ontime,Infull,OTIF
SH-2026-028635,Ontime,Infull,OTIF
SH-2026-028636,Ontime,Infull,OTIF
SH-2026-028637,Ontime,Infull,OTIF
SH-2026-028638,Ontime,Infull,OTIF
SH-2026-028639,Ontime,Infull,OTIF
SH-2026-028640,Ontime,Infull,OTIF
SH-2026-028641,Ontime,Infull,OTIF
SH-2026-028642,Ontime,Infull,OTIF
SH-2026-028643,Ontime,Infull,OTIF
SH-2026-028644,Ontime,Infull,OTIF
SH-2026-028645,Ontime,Infull,OTIF
SH-2026-028646,Ontime,Infull,OTIF
SH-2026-028647,Ontime,Infull,OTIF
SH-2026-028648,Ontime,Infull,OTIF
SH-2026-028649,Ontime,Infull,OTIF
SH-2026-028650,Ontime,Infull,OTIF
SH-2026-028651,Ontime,Infull,OTIF
SH-2026-028652,Ontime,Infull,OTIF
SH-2026-028653,Ontime,Infull,OTIF
SH-2026-028654,Ontime,Infull,OTIF
SH-2026-028655,Ontime,Infull,OTIF
SH-2026-028656,Ontime,Infull,OTIF
SH-2026-028657,Ontime,Infull,OTIF
SH-2026-028658,Ontime,Infull,OTIF
SH-2026-028659,Ontime,Infull,OTIF
SH-2026-028660,Ontime,Infull,OTIF
SH-2026-028661,Ontime,Infull,OTIF
SH-2026-028662,Ontime,Infull,OTIF
SH-2026-028663,Ontime,Infull,OTIF
SH-2026-028664,Ontime,Infull,OTIF
SH-2026-028665,Ontime,Infull,OTIF
SH-2026-028666,Ontime,Infull,OTIF
SH-2026-028667,Ontime,Infull,OTIF
SH-2026-028668,Ontime,Infull,OTIF
SH-2026-028669,Ontime,Infull,OTIF
SH-2026-028670,Ontime,Infull,OTIF
SH-2026-028671,Ontime,Infull,OTIF
SH-2026-028672,Ontime,Infull,OTIF
SH-2026-028673,Ontime,Infull,OTIF
SH-2026-028674,Ontime,Infull,OTIF
SH-2026-028675,Ontime,Infull,OTIF
SH-2026-028676,Ontime,Infull,OTIF
SH-2026-028677,Ontime,Infull,OTIF
SH-2026-028678,Ontime,Infull,OTIF
SH-2026-028679,Ontime,Infull,OTIF
SH-2026-028680,Ontime,Infull,OTIF
SH-2026-028681,Ontime,Infull,OTIF
SH-2026-028682,Ontime,Infull,OTIF
SH-2026-028683,Ontime,Infull,OTIF
SH-2026-028684,Ontime,Infull,OTIF
SH-2026-028685,Ontime,Infull,OTIF
SH-2026-028686,Ontime,Infull,OTIF
SH-2026-028687,Ontime,Infull,OTIF
SH-2026-028688,Ontime,Infull,OTIF
SH-2026-028689,Ontime,Infull,OTIF
SH-2026-028690,Ontime,Infull,OTIF
SH-2026-028691,Ontime,Infull,OTIF
SH-2026-028692,Ontime,Infull,OTIF
SH-2026-028693,Ontime,Infull,OTIF
SH-2026-028694,Ontime,Infull,OTIF
SH-2026-028695,Ontime,Infull,OTIF
SH-2026-028696,Ontime,Infull,OTIF
SH-2026-028697,Ontime,Infull,OTIF
SH-2026-028698,Ontime,Infull,OTIF
SH-2026-028699,Ontime,Infull,OTIF
SH-2026-028700,Ontime,Infull,OTIF
SH-2026-028701,Ontime,Infull,OTIF
SH-2026-028702,Ontime,Infull,OTIF
SH-2026-028703,Ontime,Infull,OTIF
SH-2026-028704,Ontime,Infull,OTIF
SH-2026-028705,Ontime,Infull,OTIF
SH-2026-028706,Ontime,Infull,OTIF
SH-2026-028707,Ontime,Infull,OTIF
SH-2026-028708,Ontime,Infull,OTIF
SH-2026-028709,Ontime,Infull,OTIF
SH-2026-028710,Ontime,Infull,OTIF
SH-2026-028711,Ontime,Infull,OTIF
SH-2026-028712,Ontime,Infull,OTIF
SH-2026-028713,Ontime,Infull,OTIF
SH-2026-028714,Ontime,Infull,OTIF
SH-2026-028715,Ontime,Infull,OTIF
SH-2026-028716,Ontime,Infull,OTIF
SH-2026-028717,Ontime,Infull,OTIF
SH-2026-028718,Ontime,Infull,OTIF
SH-2026-028719,Ontime,Infull,OTIF
SH-2026-028720,Ontime,Infull,OTIF
SH-2026-028721,Ontime,Infull,OTIF
SH-2026-028722,Ontime,Infull,OTIF
SH-2026-028723,Ontime,Infull,OTIF
SH-2026-028724,Ontime,Infull,OTIF
SH-2026-028725,Ontime,Infull,OTIF
SH-2026-028726,Ontime,Infull,OTIF
SH-2026-028727,Ontime,Infull,OTIF
SH-2026-028728,Ontime,Infull,OTIF
SH-2026-028729,Ontime,Infull,OTIF
SH-2026-028730,Ontime,Infull,OTIF
SH-2026-028731,Ontime,Infull,OTIF
SH-2026-028732,Ontime,Infull,OTIF
SH-2026-028733,Ontime,Infull,OTIF
SH-2026-028734,Ontime,Infull,OTIF
SH-2026-028735,Ontime,Infull,OTIF
SH-2026-028736,Ontime,Infull,OTIF
SH-2026-028737,Ontime,Infull,OTIF
SH-2026-028738,Ontime,Infull,OTIF
SH-2026-028739,Ontime,Infull,OTIF
SH-2026-028740,Ontime,Infull,OTIF
SH-2026-028741,Ontime,Infull,OTIF
SH-2026-028742,Ontime,Infull,OTIF
SH-2026-028743,Ontime,Infull,OTIF
SH-2026-028744,Ontime,Infull,OTIF
SH-2026-028745,Ontime,Infull,OTIF
SH-2026-028746,Ontime,Infull,OTIF
SH-2026-028747,Ontime,Infull,OTIF
SH-2026-028748,Ontime,Infull,OTIF
SH-2026-028749,Ontime,Infull,OTIF
SH-2026-028750,Ontime,Infull,OTIF
SH-2026-028751,Ontime,Infull,OTIF
SH-2026-028752,Ontime,Infull,OTIF
SH-2026-028753,Ontime,Infull,OTIF
SH-2026-028754,Ontime,Infull,OTIF
SH-2026-028755,Ontime,Infull,OTIF
SH-2026-028756,Ontime,Infull,OTIF
SH-2026-028757,Ontime,Infull,OTIF
SH-2026-028758,Ontime,Infull,OTIF
SH-2026-028759,Ontime,Infull,OTIF
SH-2026-028760,Ontime,Infull,OTIF
SH-2026-028761,Ontime,Infull,OTIF
SH-2026-028762,Ontime,Infull,OTIF
SH-2026-028763,Ontime,Infull,OTIF
SH-2026-028764,Ontime,Infull,OTIF
SH-2026-028765,Ontime,Infull,OTIF
SH-2026-028766,Ontime,Infull,OTIF
SH-2026-028767,Ontime,Infull,OTIF
SH-2026-028768,Ontime,Infull,OTIF
SH-2026-028769,Ontime,Infull,OTIF
SH-2026-028770,Ontime,Infull,OTIF
SH-2026-028771,Ontime,Infull,OTIF
SH-2026-028772,Ontime,Infull,OTIF
SH-2026-028773,Ontime,Infull,OTIF
SH-2026-028774,Ontime,Infull,OTIF
SH-2026-028775,Ontime,Infull,OTIF
SH-2026-028776,Ontime,Infull,OTIF
SH-2026-028777,Ontime,Infull,OTIF
SH-2026-028778,Ontime,Infull,OTIF
SH-2026-028779,Ontime,Infull,OTIF
SH-2026-028780,Ontime,Infull,OTIF
SH-2026-028781,Ontime,Infull,OTIF
SH-2026-028782,Ontime,Infull,OTIF
SH-2026-028783,Ontime,Infull,OTIF
SH-2026-028784,Ontime,Infull,OTIF
SH-2026-028785,Ontime,Infull,OTIF
SH-2026-028786,Ontime,Infull,OTIF
SH-2026-028787,Ontime,Infull,OTIF
SH-2026-028788,Ontime,Infull,OTIF
SH-2026-028789,Ontime,Infull,OTIF
SH-2026-028790,Ontime,Infull,OTIF
SH-2026-028791,Ontime,Infull,OTIF
SH-2026-028792,Ontime,Infull,OTIF
SH-2026-028793,Ontime,Infull,OTIF
SH-2026-028794,Ontime,Infull,OTIF
SH-2026-028795,Ontime,Infull,OTIF
SH-2026-028796,Ontime,Infull,OTIF
SH-2026-028797,Ontime,Infull,OTIF
SH-2026-028798,Ontime,Infull,OTIF
SH-2026-028799,Ontime,Infull,OTIF
SH-2026-028800,Ontime,Infull,OTIF
SH-2026-028801,Ontime,Infull,OTIF
SH-2026-028802,Ontime,Infull,OTIF
SH-2026-028803,Ontime,Infull,OTIF
SH-2026-028804,Ontime,Infull,OTIF
SH-2026-028805,Ontime,Infull,OTIF
SH-2026-028806,Ontime,Infull,OTIF
SH-2026-028807,Ontime,Infull,OTIF
SH-2026-028808,Ontime,Infull,OTIF
SH-2026-028809,Ontime,Infull,OTIF
SH-2026-028810,Ontime,Infull,OTIF
SH-2026-028811,Ontime,Infull,OTIF
SH-2026-028812,Ontime,Infull,OTIF
SH-2026-028813,Ontime,Infull,OTIF
SH-2026-028814,Ontime,Infull,OTIF
SH-2026-028815,Ontime,Infull,OTIF
SH-2026-028816,Ontime,Infull,OTIF
SH-2026-028817,Ontime,Infull,OTIF
SH-2026-028818,Ontime,Infull,OTIF
SH-2026-028819,Ontime,Infull,OTIF
SH-2026-028820,Ontime,Infull,OTIF
SH-2026-028821,Ontime,Infull,OTIF
SH-2026-028822,Ontime,Infull,OTIF
SH-2026-028823,Ontime,Infull,OTIF
SH-2026-028824,Ontime,Infull,OTIF
SH-2026-028825,Ontime,Infull,OTIF
SH-2026-028826,Ontime,Infull,OTIF
SH-2026-028827,Ontime,Infull,OTIF
SH-2026-028828,Ontime,Infull,OTIF
SH-2026-028829,Ontime,Infull,OTIF
SH-2026-028830,Ontime,Infull,OTIF
SH-2026-028831,Ontime,Infull,OTIF
SH-2026-028832,Ontime,Infull,OTIF
SH-2026-028833,Ontime,Infull,OTIF
SH-2026-028834,Ontime,Infull,OTIF
SH-2026-028835,Ontime,Infull,OTIF
SH-2026-028836,Ontime,Infull,OTIF
SH-2026-028837,Ontime,Infull,OTIF
SH-2026-028838,Ontime,Infull,OTIF
SH-2026-028839,Ontime,Infull,OTIF
SH-2026-028840,Ontime,Infull,OTIF
SH-2026-028841,Ontime,Infull,OTIF
SH-2026-028842,Ontime,Infull,OTIF
SH-2026-028843,Ontime,Infull,OTIF
SH-2026-028844,Ontime,Infull,OTIF
SH-2026-028845,Ontime,Infull,OTIF
SH-2026-028846,Ontime,Infull,OTIF
SH-2026-028847,Ontime,Infull,OTIF
SH-2026-028848,Ontime,Infull,OTIF
SH-2026-028849,Ontime,Infull,OTIF
SH-2026-028850,Ontime,Infull,OTIF
SH-2026-028851,Ontime,Infull,OTIF
SH-2026-028852,Ontime,Infull,OTIF
SH-2026-028853,Ontime,Infull,OTIF
SH-2026-028854,Ontime,Infull,OTIF
SH-2026-028855,Ontime,Infull,OTIF
SH-2026-028856,Ontime,Infull,OTIF
SH-2026-028857,Ontime,Infull,OTIF
SH-2026-028858,Ontime,Infull,OTIF
SH-2026-028859,Ontime,Infull,OTIF
SH-2026-028860,Ontime,Infull,OTIF
SH-2026-028861,Ontime,Infull,OTIF
SH-2026-028862,Ontime,Infull,OTIF
SH-2026-028863,Ontime,Infull,OTIF
SH-2026-028864,Ontime,Infull,OTIF
SH-2026-028865,Ontime,Infull,OTIF
SH-2026-028866,Ontime,Infull,OTIF
SH-2026-028867,Ontime,Infull,OTIF
SH-2026-028868,Ontime,Infull,OTIF
SH-2026-028869,Ontime,Infull,OTIF
SH-2026-028870,Ontime,Infull,OTIF
SH-2026-028871,Ontime,Infull,OTIF
SH-2026-028872,Ontime,Infull,OTIF
SH-2026-028873,Ontime,Infull,OTIF
SH-2026-028874,Ontime,Infull,OTIF
SH-2026-028875,Ontime,Infull,OTIF
SH-2026-028876,Ontime,Infull,OTIF
SH-2026-028877,Ontime,Infull,OTIF
SH-2026-028878,Ontime,Infull,OTIF
SH-2026-028879,Ontime,Infull,OTIF
SH-2026-028880,Ontime,Infull,OTIF
SH-2026-028881,Ontime,Infull,OTIF
SH-2026-028882,Ontime,Infull,OTIF
SH-2026-028883,Ontime,Infull,OTIF
SH-2026-028884,Ontime,Infull,OTIF
SH-2026-028885,Ontime,Infull,OTIF
SH-2026-028886,Ontime,Infull,OTIF
SH-2026-028887,Ontime,Infull,OTIF
SH-2026-028888,Ontime,Infull,OTIF
SH-2026-028889,Ontime,Infull,OTIF
SH-2026-028890,Ontime,Infull,OTIF
SH-2026-028891,Ontime,Infull,OTIF
SH-2026-028892,Ontime,Infull,OTIF
SH-2026-028893,Ontime,Infull,OTIF
SH-2026-028894,Ontime,Infull,OTIF
SH-2026-028895,Ontime,Infull,OTIF
SH-2026-028896,Ontime,Infull,OTIF
SH-2026-028897,Ontime,Infull,OTIF
SH-2026-028898,Ontime,Infull,OTIF
SH-2026-028899,Ontime,Infull,OTIF
SH-2026-028900,Ontime,Infull,OTIF
SH-2026-028901,Ontime,Infull,OTIF
SH-2026-028902,Ontime,Infull,OTIF
SH-2026-028903,Ontime,Infull,OTIF
SH-2026-028904,Ontime,Infull,OTIF
SH-2026-028905,Ontime,Infull,OTIF
SH-2026-028906,Ontime,Infull,OTIF
SH-2026-028907,Ontime,Infull,OTIF
SH-2026-028908,Ontime,Infull,OTIF
SH-2026-028909,Ontime,Infull,OTIF
SH-2026-028910,Ontime,Infull,OTIF
SH-2026-028911,Ontime,Infull,OTIF
SH-2026-028912,Ontime,Infull,OTIF
SH-2026-028913,Ontime,Infull,OTIF
SH-2026-028914,Ontime,Infull,OTIF
SH-2026-028915,Ontime,Infull,OTIF
SH-2026-028916,Ontime,Infull,OTIF
SH-2026-028917,Ontime,Infull,OTIF
SH-2026-028918,Ontime,Infull,OTIF
SH-2026-028919,Ontime,Infull,OTIF
SH-2026-028920,Ontime,Infull,OTIF
SH-2026-028921,Ontime,Infull,OTIF
SH-2026-028922,Ontime,Infull,OTIF
SH-2026-028923,Ontime,Infull,OTIF
SH-2026-028924,Ontime,Infull,OTIF
SH-2026-028925,Ontime,Infull,OTIF
SH-2026-028926,Ontime,Infull,OTIF
SH-2026-028927,Ontime,Infull,OTIF
SH-2026-028928,Ontime,Infull,OTIF
SH-2026-028929,Ontime,Infull,OTIF
SH-2026-028930,Ontime,Infull,OTIF
SH-2026-028931,Ontime,Infull,OTIF
SH-2026-028932,Ontime,Infull,OTIF
SH-2026-028933,Ontime,Infull,OTIF
SH-2026-028934,Ontime,Infull,OTIF
SH-2026-028935,Ontime,Infull,OTIF
SH-2026-028936,Ontime,Infull,OTIF
SH-2026-028937,Ontime,Infull,OTIF
SH-2026-028938,Ontime,Infull,OTIF
SH-2026-028939,Ontime,Infull,OTIF
SH-2026-028940,Ontime,Infull,OTIF
SH-2026-028941,Ontime,Infull,OTIF
SH-2026-028942,Ontime,Infull,OTIF
SH-2026-028943,Ontime,Infull,OTIF
SH-2026-028944,Ontime,Infull,OTIF
SH-2026-028945,Ontime,Infull,OTIF
SH-2026-028946,Ontime,Infull,OTIF
SH-2026-028947,Ontime,Infull,OTIF
SH-2026-028948,Ontime,Infull,OTIF
SH-2026-028949,Ontime,Infull,OTIF
SH-2026-028950,Ontime,Infull,OTIF
SH-2026-028951,Ontime,Infull,OTIF
SH-2026-028952,Ontime,Infull,OTIF
SH-2026-028953,Ontime,Infull,OTIF
SH-2026-028954,Ontime,Infull,OTIF
SH-2026-028955,Ontime,Infull,OTIF
SH-2026-028956,Ontime,Infull,OTIF
SH-2026-028957,Ontime,Infull,OTIF
SH-2026-028958,Ontime,Infull,OTIF
SH-2026-028959,Ontime,Infull,OTIF
SH-2026-028960,Ontime,Infull,OTIF
SH-2026-028961,Ontime,Infull,OTIF
SH-2026-028962,Ontime,Infull,OTIF
SH-2026-028963,Ontime,Infull,OTIF
SH-2026-028964,Late,Infull,Not OTIF
SH-2026-028965,Ontime,Infull,OTIF
SH-2026-028966,Ontime,Infull,OTIF
SH-2026-028967,Ontime,Infull,OTIF
SH-2026-028968,Ontime,Infull,OTIF
SH-2026-028969,Ontime,Infull,OTIF
SH-2026-028970,Ontime,Infull,OTIF
SH-2026-028971,Ontime,Infull,OTIF
SH-2026-028972,Ontime,Infull,OTIF
SH-2026-028973,Ontime,Infull,OTIF
SH-2026-028974,Ontime,Infull,OTIF
SH-2026-028975,Ontime,Infull,OTIF
SH-2026-028976,Ontime,Infull,OTIF
SH-2026-028977,Ontime,Infull,OTIF
SH-2026-028978,Ontime,Infull,OTIF
SH-2026-028979,Ontime,Infull,OTIF
SH-2026-028980,Ontime,Infull,OTIF
SH-2026-028981,Ontime,Infull,OTIF
SH-2026-028982,Ontime,Infull,OTIF
SH-2026-028983,Ontime,Infull,OTIF
SH-2026-028984,Ontime,Infull,OTIF
SH-2026-028985,Ontime,Infull,OTIF
SH-2026-028986,Ontime,Infull,OTIF
SH-2026-028987,Ontime,Infull,OTIF
SH-2026-028988,Ontime,Infull,OTIF
SH-2026-028989,Ontime,Infull,OTIF
SH-2026-028990,Ontime,Infull,OTIF
SH-2026-028991,Ontime,Infull,OTIF
